,Batch,Eng7,Eng8,Eng9,Math7,Math8,Math9,Sci7,Sci8,Sci9,GWA7,GWA8,GWA9,UP,IQ,Target
252,2007,55,56.0,64,53,54,56.0,72,60,50,2.5377,2.5864,2.5328,1,31.0,0
253,2007,70,76.0,79,85,86,93.0,86,87,86,1.5708,1.5364,1.4877,1,79.0,1
254,2007,63,60.0,73,79,65,73.0,76,63,62,2.0142,2.4,2.2582,0,75.0,1
255,2007,74,81.0,85,79,78,85.0,88,85,87,1.6038,1.6409,1.582,1,81.0,1
256,2007,87,85.0,89,85,73,78.0,89,86,82,1.3868,1.55,1.6434,0,91.0,1
257,2007,58,62.0,62,76,70,79.0,73,71,71,2.0613,2.1364,2.0902,1,43.0,0
258,2007,62,65.0,71,68,64,74.0,74,67,67,2.0425,2.1591,2.0615,0,35.0,0
259,2007,82,84.0,84,80,76,77.0,89,84,74,1.5613,1.6591,1.791,1,89.0,1
260,2007,65,71.0,74,76,81,87.0,79,80,78,1.8632,1.8045,1.8115,1,57.0,1
261,2007,57,55.0,60,59,56,58.0,59,60,58,2.4858,2.4318,2.5164,1,33.0,0
262,2007,85,87.0,86,90,89,91.0,94,91,88,1.2877,1.3045,1.3197,1,73.0,1
263,2007,73,76.0,70,64,64,59.0,73,72,63,1.9623,2.0091,2.1844,1,57.0,1
264,2007,76,82.0,84,77,69,71.0,88,84,73,1.6509,1.6045,1.7623,1,75.0,1
265,2007,64,68.0,69,64,56,60.0,69,71,57,2.2217,2.1682,2.2459,1,71.0,1
266,2007,69,68.0,71,86,92,84.0,83,82,76,1.7925,1.7818,2.0492,1,66.0,1
267,2007,70,77.0,79,81,85,87.0,82,87,85,1.783,1.6045,1.6967,0,60.0,1
268,2007,78,76.0,83,72,68,72.0,83,81,74,1.6651,1.6955,1.8279,0,48.0,1
269,2007,64,60.0,58,60,57,54.0,73,65,56,2.2972,2.4955,2.6189,0,91.0,0
270,2007,72,76.0,78,68,70,77.0,74,81,73,1.9198,1.8136,2.0164,1,71.0,1
271,2007,85,89.0,90,91,92,98.0,93,93,89,1.3255,1.2455,1.3443,0,95.0,1
272,2007,57,65.0,73,72,71,82.0,78,75,80,2.0755,2.0818,1.7951,1,62.0,1
273,2007,66,62.0,60,75,63,61.0,73,66,64,1.9906,2.2636,2.4344,0,81.0,0
274,2007,67,70.0,73,79,81,84.0,80,75,76,1.8349,1.8409,1.8566,1,75.0,1
275,2007,53,56.0,61,63,50,55.0,62,56,54,2.4717,2.7318,2.5205,0,69.0,0
276,2007,59,62.0,69,67,64,77.0,70,71,65,2.2642,2.1636,2.1926,1,65.0,0
277,2007,51,53.0,61,57,48,51.0,61,54,50,2.5236,2.8045,2.5943,1,40.0,0
278,2007,51,52.0,51,69,53,55.0,67,52,45,2.533,2.9,3.0738,0,81.0,0
279,2007,51,53.0,54,50,52,52.0,57,51,50,2.7028,2.7636,2.6598,1,25.0,0
280,2007,86,86.0,86,85,83,92.0,94,91,87,1.3302,1.3591,1.4057,1,57.0,1
281,2007,85,89.0,86,83,79,79.0,94,93,80,1.4057,1.3455,1.6516,1,65.0,1
282,2007,74,75.0,75,72,59,73.0,75,75,72,1.8821,2.0182,1.9959,1,61.0,1
283,2007,61,71.0,60,64,64,57.0,67,84,60,2.2123,1.95,2.4262,0,67.0,0
284,2007,70,77.0,75,93,92,90.0,90,88,79,1.467,1.4682,1.6967,1,77.0,1
285,2007,58,55.0,53,59,54,51.0,58,60,52,2.5094,2.5545,2.7131,0,35.0,0
286,2007,71,79.0,79,87,82,76.0,89,80,72,1.8113,1.7636,2.0164,0,77.0,1
287,2007,51,61.0,63,49,52,42.0,61,63,52,2.5613,2.4636,2.6926,1,17.0,0
288,2007,73,80.0,85,78,80,90.0,91,89,91,1.6321,1.5318,1.4303,1,65.0,1
289,2007,50,54.0,60,86,92,89.0,76,72,66,2.1415,2.0864,2.2869,1,57.0,0
290,2007,63,66.0,66,58,70,65.0,76,70,59,2.3019,2.1045,2.2705,1,43.0,1
291,2007,69,69.0,70,63,60,66.0,71,68,54,2.1651,2.1455,2.2131,1,60.0,1
292,2007,80,83.0,83,82,84,90.0,89,90,88,1.4245,1.4682,1.4549,0,62.0,1
293,2007,50,56.0,61,62,56,61.0,69,59,53,2.3774,2.5227,2.4467,1,33.0,0
294,2007,61,70.0,75,88,94,96.0,81,89,83,1.8679,1.6636,1.6352,1,45.0,1
295,2007,62,63.0,66,54,59,55.0,60,65,55,2.4434,2.3364,2.3934,1,31.0,0
296,2007,70,68.0,78,64,68,68.0,67,71,61,2.2925,2.2227,2.2131,1,79.0,1
297,2007,59,60.0,63,48,46,51.0,70,54,51,2.6745,2.7818,2.5656,0,81.0,0
298,2007,71,67.0,75,90,80,84.0,92,82,68,1.6085,1.8727,1.9303,0,81.0,1
299,2007,58,53.0,60,65,61,56.0,63,63,55,2.4575,2.4455,2.5738,0,67.0,0
300,2007,54,59.0,68,77,66,71.0,75,69,64,2.1934,2.2773,2.2418,0,60.0,0
301,2007,64,67.0,67,64,70,81.0,74,83,64,2.2075,2.0227,2.1393,1,43.0,0
302,2007,65,70.0,75,62,60,65.0,72,70,67,2.1698,2.1636,2.123,1,68.0,1
303,2007,71,72.0,72,81,80,81.0,76,79,78,1.9434,1.8318,2.1148,0,94.0,1
304,2007,50,47.0,50,48,48,44.0,53,52,46,2.7925,3.2818,3.0697,0,48.0,0
305,2007,64,68.0,62,75,62,65.0,77,68,60,2.1085,2.2273,2.2992,1,71.0,1
306,2007,78,80.0,83,83,81,81.0,86,86,83,1.6085,1.5091,1.6107,0,91.0,1
307,2007,70,77.0,75,91,96,89.0,85,84,77,1.6745,1.6045,1.9385,0,93.0,1
308,2007,79,83.0,79,78,84,83.0,84,92,83,1.5425,1.5227,1.623,0,65.0,1
309,2007,52,55.0,65,64,56,63.0,67,64,60,2.4292,2.5318,2.4713,0,55.0,0
310,2007,68,70.0,71,88,83,85.0,89,80,71,1.8679,2.0182,2.1107,0,90.0,1
311,2007,62,64.0,72,66,59,55.0,77,67,58,2.0943,1818.0,2.3443,1,45.0,0
312,2007,62,56.0,54,66,55,55.0,63,56,50,2.3679,2.6182,2.6844,1,65.0,0
313,2007,55,60.0,65,58,56,54.0,71,65,58,2.3066,2.3955,2.4303,1,25.0,0
314,2007,47,53.0,64,72,59,55.0,71,61,56,2.3208,2.5182,2.459,0,62.0,0
315,2007,66,73.0,74,71,83,78.0,76,79,71,2.0094,1.7364,1.8689,0,71.0,1
316,2007,59,69.0,69,67,64,72.0,73,75,64,2.0896,2.0682,2.1885,1,36.0,0
317,2007,81,88.0,86,88,88,81.0,87,85,78,1.4953,1.4818,1.668,0,89.0,1
318,2007,69,80.0,77,86,85,85.0,85,87,82,1.6132,1.5227,1.7254,0,71.0,1
319,2007,54,56.0,64,55,58,62.0,62,0,60,2.4811,2.4409,2.291,0,60.0,0
320,2007,63,59.0,65,60,53,59.0,62,56,51,2.4057,2.6682,2.3934,0,62.0,0
321,2007,70,70.0,73,92,90,93.0,84,81,80,1.684,1.6364,1.8238,1,65.0,1
322,2007,69,71.0,74,63,68,67.0,76,74,70,2.0189,1.9409,1.9795,0,60.0,1
323,2007,77,78.0,79,76,83,93.0,78,84,77,1.8208,1.6682,1.7664,1,75.0,1
324,2007,54,64.0,62,58,53,52.0,75,57,52,2.566,2.6545,2.6066,1,35.0,0
325,2007,86,87.0,87,83,91,90.0,94,94,91,1.3679,1.2818,1.3484,1,84.0,1
326,2008,70,77.0,87,85,80,86.0,73,90,88,1.9858,1.6909,1.5902,0,96.0,1
327,2008,63,68.0,75,80,70,71.0,68,62,56,2.184,2.2045,2.1189,1,84.0,0
328,2008,46,49.0,52,53,47,50.0,52,41,45,2.8491,2.8091,2.7459,0,38.0,0
329,2008,61,64.0,69,64,56,55.0,61,63,54,2.5094,2.5,2.4877,0,23.0,0
330,2008,66,66.0,63,80,66,60.0,72,75,61,2.1934,2.1727,2.3893,0,62.0,0
331,2008,65,72.0,71,73,66,56.0,70,69,56,2.2264,2.2364,2.3033,1,86.0,0
332,2008,65,66.0,68,89,82,85.0,75,75,75,1.9292,2.0364,1.9098,1,83.0,1
333,2008,73,74.0,73,75,68,67.0,73,77,72,2.1226,2.0182,2.0656,0,88.0,0
334,2008,52,56.0,64,53,60,64.0,57,62,59,2.6887,2.4864,2.1844,0,43.0,0
335,2008,68,74.0,76,75,66,62.0,70,70,70,2.0236,2.1636,2.0738,1,67.0,0
336,2008,62,64.0,69,77,72,78.0,69,76,76,2.2217,2.0591,1.8852,1,71.0,0
337,2008,76,89.0,87,77,83,74.0,83,95,77,1.816,1.4909,1.668,0,95.0,1
338,2008,76,76.0,82,77,65,70.0,58,72,72,2.1981,2.1,1.877,1,69.0,1
339,2008,72,62.0,68,79,65,67.0,76,73,70,2.1085,2.2273,2.2828,0,88.0,1
340,2008,72,70.0,68,86,83,86.0,70,83,75,2.0283,1.9318,1.9713,0,69.0,1
341,2008,58,53.0,68,83,70,68.0,66,59,79,2.3868,2.6545,2.2459,0,88.0,0
342,2008,71,77.0,74,83,81,78.0,82,84,78,1.8538,1.7545,1.8648,0,77.0,0
343,2008,48,54.0,63,43,53,60.0,52,56,55,2.8443,2.7364,2.4795,1,43.0,0
344,2008,73,77.0,75,82,84,84.0,83,88,80,1.7594,1.7136,1.7377,0,69.0,0
345,2008,72,78.0,82,89,73,83.0,80,88,82,1.8349,1.7591,1.6844,0,86.0,1
346,2008,68,61.0,72,72,72,63.0,77,78,67,2.0519,2.1909,2.1803,0,48.0,0
347,2008,82,85.0,85,79,74,72.0,84,86,72,1.6557,1.7,1.832,0,77.0,1
348,2008,76,85.0,81,87,85,95.0,83,97,94,1.7358,1.4682,1.4057,1,77.0,1
349,2008,76,73.0,75,85,80,72.0,79,82,72,1.8443,1.9455,1.9467,0,71.0,1
350,2008,92,95.0,95,94,87,89.0,92,95,95,1.5236,1.35,1.3361,0,81.0,1
351,2008,75,75.0,76,84,79,85.0,79,74,81,1.8538,1.9364,1.75,1,75.0,0
352,2008,53,58.0,62,54,62,60.0,67,68,52,2.5896,2.3455,2.4631,1,21.0,0
353,2008,76,83.0,86,88,87,94.0,86,95,93,1.5425,1.4909,1.3893,0,81.0,1
354,2008,79,78.0,85,84,84,82.0,85,87,85,1.7406,1.6409,1.6557,0,75.0,1
355,2008,54,52.0,65,40,44,54.0,58,49,60,2.7689,2.8364,2.5123,1,71.0,0
356,2008,78,83.0,87,92,88,85.0,83,84,86,1.6509,1.6864,1.5697,0,93.0,1
357,2008,84,90.0,88,87,88,88.0,89,96,91,1.4906,1.2818,1.377,1,88.0,1
358,2008,74,78.0,75,78,77,75.0,79,85,74,1.8821,1.7773,1.8607,0,89.0,1
359,2008,69,68.0,70,61,65,60.0,71,75,65,2.2547,2.0636,2.0943,1,52.0,0
360,2008,61,60.0,60,77,70,68.0,66,77,70,2.3066,2.2591,2.3566,1,69.0,0
361,2008,54,61.0,63,50,70,55.0,56,59,52,2.6981,2.5636,2.5697,0,31.0,0
362,2008,58,55.0,59,53,65,60.0,65,61,63,2.5472,2.5727,2.291,0,48.0,0
363,2008,58,58.0,71,69,61,57.0,60,56,64,2.5283,2.6182,2.459,1,84.0,0
364,2008,84,90.0,89,98,93,94.0,92,99,97,1.3443,1.2636,1.2664,1,81.0,1
365,2008,79,83.0,82,83,77,82.0,88,84,82,1.7217,1.7773,1.7172,0,90.0,1
366,2008,57,51.0,65,76,62,62.0,63,55,70,2.3726,2.5727,2.2795,1,75.0,0
367,2008,75,73.0,71,78,71,58.0,78,76,64,1.9811,2.05,2.1557,0,84.0,1
368,2008,80,67.0,83,87,85,87.0,80,85,89,1.5849,1.8864,1.5615,0,84.0,1
369,2008,89,92.0,93,83,80,83.0,87,96,79,1.5896,1.3409,1.5615,0,94.0,1
370,2008,72,70.0,63,88,85,73.0,78,86,75,1.9104,1.8,2.1721,1,60.0,0
371,2008,55,58.0,55,64,55,55.0,57,59,54,2.6226,2.6545,2.6434,0,40.0,0
372,2008,68,73.0,70,83,80,76.0,77,84,69,1.9057,1.7955,2.0205,1,40.0,0
373,2008,69,71.0,64,89,87,81.0,81,86,81,1.8585,1.8727,2.0615,0,77.0,0
374,2008,73,73.0,80,77,82,88.0,83,85,80,1.75,1.8818,1.7213,0,84.0,1
375,2008,53,54.0,61,51,59,50.0,61,64,52,2.6557,2.5273,2.5779,0,52.0,0
376,2008,63,64.0,76,54,67,58.0,68,65,63,2.3538,2.3091,2.1639,0,40.0,0
377,2008,89,87.0,89,88,78,81.0,91,94,88,1.4009,1.5182,1.4713,0,97.0,1
378,2008,88,95.0,89,86,85,89.0,88,95,92,1.533,1.4591,1.3443,0,71.0,1
379,2008,77,84.0,83,89,84,81.0,85,89,79,1.7123,1.5864,1.6803,1,95.0,1
380,2008,51,51.0,65,50,50,50.0,57,51,50,2.7979,2.7818,2.6189,1,12.0,0
381,2008,65,65.0,73,69,70,60.0,73,70,56,2.2123,2.2773,2.3033,1,62.0,0
382,2008,72,72.0,73,74,69,69.0,77,78,70,1.9717,2.0227,1.9918,0,55.0,0
383,2008,67,65.0,78,70,71,74.0,72,76,71,2.2075,2.1364,2.0287,1,65.0,1
384,2008,80,82.0,82,85,81,89.0,82,80,81,1.7028,1.7409,1.6557,0,87.0,1
385,2008,83,88.0,88,85,90,92.0,87,96,95,1.6274,1.4091,1.3811,0,79.0,1
386,2008,76,78.0,76,85,79,76.0,86,89,80,1.6557,1.7227,1.8689,1,89.0,1
387,2008,73,79.0,82,83,80,81.0,81,92,86,1.8349,1.5864,1.6967,0,75.0,1
388,2008,55,53.0,60,42,45,47.0,53,48,42,2.8821,2.8273,2.6762,0,23.0,0
389,2008,82,91.0,91,95,96,97.0,92,98,95,1.4104,1.2909,1.2951,1,97.0,1
390,2008,59,72.0,73,86,85,78.0,84,75,77,2.066,1.9955,1.9836,0,96.0,1
391,2008,79,87.0,82,90,90,90.0,91,94,93,1.5236,1.3227,1.4303,1,81.0,1
392,2008,57,57.0,62,74,74,70.0,68,67,75,2.2406,2.3727,2.1803,0,57.0,0
393,2008,57,70.0,63,55,59,56.0,69,75,59,2.5802,2.1909,2.4057,1,73.0,0
394,2008,79,81.0,77,84,86,79.0,81,79,74,1.7264,1.8136,1.9221,1,91.0,1
395,2008,64,70.0,72,78,76,75.0,80,81,75,1.9953,1.8864,1.959,0,79.0,0
396,2008,53,53.0,51,52,65,53.0,59,57,53,2.7217,2.5818,2.7131,1,33.0,0
397,2008,81,82.0,87,88,82,80.0,81,89,88,1.6132,1.6909,1.5861,1,94.0,1
398,2008,68,69.0,70,81,70,76.0,76,76,71,2.0472,2.0909,2.1025,1,86.0,1
399,2008,51,54.0,71,45,49,62.0,58,53,59,2.7783,2.8,2.3811,1,71.0,0
400,2008,54,54.0,51,67,70,51.0,59,76,59,2.6038,2.3636,2.4549,1,31.0,0
401,2008,64,59.0,78,71,75,75.0,70,74,73,2.2028,2.0,2.0287,1,89.0,1
402,2008,83,82.0,81,89,79,73.0,91,85,77,1.5377,1.6818,1.8156,0,86.0,1
403,2008,56,60.0,56,62,53,50.0,55,50,49,2.6792,2.7136,2.6516,0,57.0,0
404,2008,51,55.0,53,50,60,46.0,60,55,51,2.7736,2.7136,2.6352,0,62.0,0
405,2008,81,82.0,77,92,88,89.0,85,89,88,1.6509,1.5591,1.7541,1,93.0,1
406,2008,60,65.0,72,66,66,63.0,64,65,66,2.467,2.3455,2.2582,1,77.0,0
407,2008,67,75.0,74,94,93,92.0,78,89,87,1.8774,1.5864,1.6352,0,69.0,1
408,2008,56,50.0,55,62,46,54.0,57,54,51,2.6745,2.9182,2.668,1,71.0,0
409,2008,54,56.0,59,58,67,61.0,63,67,61,2.6368,2.3909,2.3443,0,43.0,0
410,2008,71,74.0,84,90,89,93.0,85,85,85,1.8349,1.7818,1.6066,1,94.0,0
411,2008,62,71.0,77,71,77,81.0,74,78,78,2.1698,1.9773,1.8607,1,52.0,1
412,2008,65,64.0,64,79,69,64.0,66,67,64,2.2028,2.2818,2.4139,1,52.0,0
413,2009,83,90.0,83,88,80,73.0,84,90,78,1.6321,1.532,1.819,0,96.0,1
414,2009,69,70.0,70,90,87,79.0,72,86,67,1.967,1.8091,2.0861,0,79.0,0
415,2009,70,65.0,78,87,73,70.0,80,81,70,1.816,1.9955,1.918,1,77.0,1
416,2009,62,57.0,67,82,73,76.0,67,81,60,2.2123,2.2545,2.3484,0,81.0,0
417,2009,69,73.0,76,88,85,88.0,80,88,83,1.7689,1.7773,1.5697,0,94.0,1
418,2009,55,64.0,60,55,61,57.0,68,71,54,2.3679,2.4909,2.5369,1,71.0,0
419,2009,71,62.0,68,62,65,59.0,79,77,65,1.9811,2.0636,2.1762,0,62.0,0
420,2009,77,77.0,81,86,88,82.0,86,88,81,1.5755,1.5318,1.6311,0,75.0,1
421,2009,66,74.0,68,90,79,82.0,72,86,74,1.9906,1.8318,1.9139,1,88.0,1
422,2009,58,57.0,70,58,62,60.0,65,69,61,2.5047,2.4273,2.4057,0,81.0,0
423,2009,82,86.0,85,94,92,88.0,88,95,86,1.3916,1.3636,1.5205,0,86.0,1
424,2009,71,62.0,75,66,65,61.0,70,73,64,2.1934,2.2409,2.123,0,93.0,0
425,2009,77,79.0,81,59,69,63.0,70,84,68,2.0991,1.85,1.959,1,52.0,0
426,2009,76,73.0,78,98,98,99.0,88,99,95,1.5283,1.4773,1.5073,0,73.0,1
427,2009,86,92.0,89,90,88,87.0,88,95,91,1.4906,1.4091,1.4221,0,79.0,1
428,2009,55,50.0,59,69,58,65.0,63,60,61,2.467,2.6727,2.5533,0,48.0,0
429,2009,79,85.0,84,73,81,82.0,82,88,77,1.8915,1.7363,1.8689,0,87.0,1
430,2009,76,85.0,83,86,91,89.0,83,94,83,1.6462,1.4864,1.6557,0,77.0,1
431,2009,53,55.0,65,58,64,65.0,66,80,70,2.5047,2.2727,2.2295,1,23.0,0
432,2009,55,65.0,63,48,58,57.0,54,67,62,2.8113,2.3909,2.291,1,13.0,0
433,2009,58,52.0,65,54,57,63.0,60,63,60,2.533,2.55,2.3074,1,12.0,0
434,2009,59,63.0,62,78,70,73.0,71,62,65,2.25,2.3727,2.2418,0,69.0,0
435,2009,77,73.0,79,85,80,71.0,73,88,78,1.8113,1.7727,1.8893,1,55.0,1
436,2009,83,84.0,87,86,87,84.0,86,91,87,1.4671,1.4045,1.4918,1,86.0,1
437,2009,79,79.0,84,78,81,81.0,78,94,79,1.8491,1.5636,1.75,0,90.0,1
438,2009,77,82.0,85,57,57,50.0,63,73,56,2.2123,2.0727,2.2008,1,94.0,1
439,2009,67,73.0,69,70,70,63.0,73,82,67,2.1556,2.0318,2.1803,0,69.0,0
440,2009,61,59.0,68,50,60,58.0,57,62,61,2.6745,2.5864,2.3934,1,60.0,0
441,2009,72,73.0,70,84,78,73.0,75,80,68,1.9575,2.0591,2.1025,0,88.0,0
442,2009,79,83.0,80,89,88,84.0,85,86,79,1.7217,1.6455,1.6807,0,94.0,0
443,2009,64,63.0,72,75,69,62.0,75,85,78,1.39764,1.90145,2.0123,1,65.0,0
444,2009,66,63.0,67,68,69,68.0,71,79,67,2.1934,2.0955,2.2828,0,71.0,0
445,2009,77,74.0,76,77,78,72.0,72,80,77,1.9339,1.8409,1.9344,0,75.0,0
446,2009,60,71.0,74,90,90,90.0,69,75,73,2.1274,1.9864,1.9795,1,75.0,1
447,2009,65,67.0,75,59,58,57.0,74,77,68,2.1038,2.0727,2.0246,1,71.0,0
448,2009,69,75.0,78,75,69,77.0,71,75,75,2.1415,2.0682,2.0205,0,91.0,1
449,2009,50,47.0,64,53,53,54.0,53,61,62,2.7736,2.5955,2.418,0,67.0,0
450,2009,76,76.0,89,75,77,84.0,77,88,80,1.9198,1.7409,1.627,1,89.0,1
451,2009,80,85.0,90,85,85,85.0,82,94,89,1.6887,1.5436,1.5041,0,86.0,1
452,2009,66,69.0,67,69,69,50.0,73,77,56,2.0613,2.1045,1.8648,0,43.0,0
453,2009,59,55.0,69,58,54,56.0,62,74,68,2.5188,2.4182,2.3484,1,33.0,0
454,2009,69,71.0,78,65,72,68.0,71,76,68,2.2028,2.1227,2.0984,1,65.0,0
455,2009,78,75.0,82,73,81,78.0,72,81,76,1.9858,1.7727,1.832,1,83.0,1
456,2009,67,65.0,71,69,68,68.0,74,89,71,2.0802,1.9318,2.0738,0,50.0,0
457,2009,57,62.0,62,63,64,57.0,66,73,59,2.3302,2.223,2.3525,1,77.0,0
458,2009,76,71.0,78,73,63,63.0,71,76,68,1.9481,2.0455,2.0615,0,67.0,1
459,2009,58,65.0,69,45,52,57.0,62,65,66,2.5236,2.4818,2.2869,0,69.0,0
460,2009,61,70.0,71,64,62,64.0,64,73,66,2.3962,2.2273,2.2541,0,60.0,0
461,2009,71,70.0,77,62,66,57.0,72,79,63,2.1509,2.0727,2.25,0,69.0,0
462,2009,66,73.0,74,68,74,79.0,67,85,76,2.2311,2.0182,1.9549,0,67.0,0
463,2009,55,58.0,50,51,61,57.0,58,61,54,2.7028,2.5682,2.5328,1,73.0,0
464,2009,56,74.0,66,60,51,66.0,68,75,65,2.4717,2.2591,2.3811,0,69.0,0
465,2009,85,88.0,80,89,87,81.0,83,90,68,1.5943,1.55,1.9467,0,87.0,1
466,2009,68,57.0,66,63,57,50.0,71,79,52,2.1557,2.3818,2.4344,0,86.0,0
467,2009,51,49.0,55,54,55,50.0,53,58,55,2.7311,2.6909,2.7049,1,35.0,0
468,2009,63,71.0,62,76,66,66.0,71,75,67,2.1794,2.1818,2.3361,0,60.0,0
469,2009,75,81.0,76,84,85,69.0,78,85,72,1.8726,1.8091,2.0902,0,60.0,0
470,2009,66,73.0,82,70,74,69.0,76,86,79,1.9906,1.8273,1.918,0,73.0,0
471,2009,86,79.0,85,91,84,89.0,87,90,84,1.4387,1.6545,1.7664,1,60.0,1
472,2009,54,55.0,54,52,59,50.0,58,65,53,2.7311,2.6091,2.668,1,67.0,0
473,2009,78,79.0,86,86,90,91.0,84,92,86,1.6415,1.55,1.4877,0,92.0,1
474,2009,79,86.0,87,80,81,78.0,81,91,84,1.7075,1.5409,1.6189,0,48.0,1
475,2009,61,60.0,70,60,72,77.0,59,75,74,2.5896,2.2273,2.0369,1,83.0,0
476,2009,78,82.0,83,89,81,70.0,84,95,81,1.6792,1.5864,1.7459,1,83.0,1
477,2009,68,72.0,74,72,77,63.0,71,80,66,2.0519,1.9773,2.1311,0,38.0,1
478,2009,68,60.0,64,60,61,65.0,69,70,65,2.2123,2.2636,2.1721,0,62.0,0
479,2009,70,70.0,82,75,83,86.0,72,87,81,2.0566,1.9045,1.7992,0,65.0,0
480,2009,61,67.0,56,71,75,66.0,65,77,61,2.3019,2.0591,2.3361,1,50.0,0
481,2009,67,81.0,80,64,59,68.0,73,78,72,2.0802,1.9272,1.9262,1,83.0,1
482,2009,90,95.0,91,96,94,94.0,86,97,91,1.3538,1.2591,1.3361,1,99.0,1
483,2009,62,67.0,69,68,67,63.0,67,75,64,2.1745,2.1545,2.1885,0,75.0,0
484,2009,80,85.0,81,84,92,84.0,84,95,88,1.6321,1.3999,1.5943,0,65.0,1
485,2009,77,79.0,87,79,75,73.0,78,90,81,1.7642,1.6364,1.6926,0,55.0,0
486,2009,66,71.0,78,84,89,94.0,74,96,87,1.967,1.5636,1.6803,1,67.0,0
487,2009,55,50.0,59,48,51,54.0,61,58,58,2.6462,2.6318,2.5574,1,50.0,0
488,2009,59,62.0,65,68,72,74.0,70,85,72,2.1651,2.0409,2.0861,1,33.0,0
489,2009,73,78.0,82,75,73,74.0,72,88,86,2.033,1.8364,1.6721,0,79.0,1
490,2009,74,80.0,78,91,95,91.0,83,96,84,1.5566,1.3636,1.6066,0,86.0,1
491,2009,48,56.0,48,47,54,53.0,59,59,54,2.684,2.6636,2.7336,1,33.0,0
492,2009,81,86.0,87,81,91,91.0,82,84,89,1.7217,1.6636,1.5738,1,86.0,1
493,2009,84,91.0,92,88,85,90.0,88,99,91,1.4292,1.3364,1.3402,0,88.0,1
494,2009,78,85.0,86,94,89,80.0,90,92,87,1.5943,1.4636,1.6472,1,93.0,1
495,2009,52,48.0,61,51,62,57.0,57,56,52,2.7028,2.7045,2.5738,1,52.0,0
496,2009,81,85.0,81,82,81,71.0,74,85,74,1.8349,1.741,1.8811,1,91.0,1
497,2009,62,55.0,73,62,56,55.0,64,68,58,2.2925,2.4227,2.377,1,48.0,0
498,2009,66,74.0,77,74,83,82.0,76,85,82,2.0047,1.7727,1.7951,1,60.0,1
499,2009,54,60.0,61,68,61,63.0,71,75,51,2.4717,2.4364,2.5082,0,88.0,0
500,2009,77,79.0,76,83,77,70.0,78,84,76,1.783,1.8227,2.0123,0,60.0,0
501,2009,73,69.0,71,95,87,87.0,80,88,73,1.7783,1.8409,2.0902,0,81.0,1
502,2009,77,81.0,81,86,88,84.0,76,89,81,1.8255,1.7273,1.8156,0,92.0,1
